customer_id,first_name,last_name,gender,birth_date,email,city,state,loyalty_tier,loyalty_enrollment_date,credit_card_holder
13112,Andrew,Ibarra,Male,1959-02-26,cindy65@hotmail.com,Nelsonfort,GA,Silver,2017-09-23,True
13113,Allison,Delgado,Female,1975-09-02,patrickpeck@hotmail.com,Rebekahchester,NY,Base (Blue),2024-02-15,False
13114,Kevin,Miller,Male,1976-11-09,conradsamantha@yahoo.com,Lake Joe,WA,Base (Blue),2025-01-23,True
13115,Tricia,Garcia,Female,2007-02-15,sarahflores@yahoo.com,New Pamelafort,TX,Base (Blue),2023-12-22,False
13116,Andrew,Cooper,Male,1987-01-25,kmalone@yahoo.com,North Alexandraville,AZ,Silver,2023-07-05,False
13117,Kathy,Gonzalez,Female,1995-09-07,fieldsluke@yahoo.com,Cherylmouth,WA,Silver,2015-07-01,False
13118,Teresa,Bowman,Female,1946-12-02,ahart@hotmail.com,Christopherview,FL,Base (Blue),2015-12-23,True
13119,Jennifer,Smith,Female,1976-04-27,ycampbell@gmail.com,Davidport,MA,Base (Blue),2019-01-22,False
13120,Devin,Murray,Male,1963-07-30,brentmeyer@hotmail.com,Lake Frankshire,MN,Base (Blue),2010-07-31,False
13121,Rachel,White,Other/Undisclosed,1984-08-28,evan06@yahoo.com,Jaredland,UT,Silver,2017-07-01,False
13122,Benjamin,Lane,Male,1996-09-23,samanthawells@hotmail.com,East Kellymouth,SC,Base (Blue),2025-03-28,True
13123,Raymond,Lee,Other/Undisclosed,1966-08-11,russellstephen@hotmail.com,Lake Charles,FL,Base (Blue),2013-04-21,False
13124,Eric,Barton,Male,1963-05-02,padillavalerie@yahoo.com,Tiffanystad,FL,Base (Blue),2011-08-23,False
13125,Edward,Evans,Male,1960-06-19,lharris@gmail.com,South Eric,CA,Base (Blue),2022-06-19,True
13126,Juan,Mack,Male,1980-06-01,edward18@gmail.com,Allenfort,IN,Base (Blue),2012-09-22,False
13127,Cheryl,Rowe,Female,1999-06-07,hamptonmary@gmail.com,Michelleside,TX,Silver,2017-06-28,False
13128,Joseph,Lewis,Male,1960-12-26,shannondaniel@gmail.com,Robertton,NY,Base (Blue),2012-10-03,False
13129,Barbara,Mcdonald,Female,1943-10-20,duranmarilyn@hotmail.com,Glovershire,GA,Base (Blue),2020-09-17,True
13130,Sarah,Ochoa,Female,1950-12-04,uedwards@gmail.com,New Bradleybury,TX,Base (Blue),2023-10-21,True
13131,Kimberly,Patel,Female,1959-04-11,michellelee@yahoo.com,Barbarafort,TN,Base (Blue),2012-08-01,False
13132,Todd,Bradley,Male,1974-12-12,melindamartinez@gmail.com,Fordfurt,GA,Base (Blue),2016-07-15,True
13133,Eduardo,Schwartz,Male,1973-03-19,agrant@gmail.com,Williamhaven,TN,Base (Blue),2015-12-10,True
13134,Samantha,Santana,Female,1982-01-09,whitenathan@yahoo.com,Lamview,TX,Gold,2021-11-14,False
13135,Richard,Le,Male,1984-07-11,mollywatts@hotmail.com,Sandrabury,UT,Base (Blue),2016-11-10,False
13136,Michael,Henry,Male,1961-01-18,swansonpaul@gmail.com,Knightton,CO,Gold,2014-07-24,False
13137,Zoe,Johnson,Female,1966-03-28,stevensondebbie@hotmail.com,New Davidville,HI,Base (Blue),2025-02-15,True
13138,Nathaniel,Robertson,Male,1957-06-04,lmay@hotmail.com,East William,TX,Base (Blue),2018-06-12,False
13139,Paul,Greene,Male,1958-11-05,awilliams@yahoo.com,Edwardsmouth,MA,Base (Blue),2015-12-15,False
13140,Chase,Page,Male,1953-03-18,becky83@gmail.com,Jonesshire,OR,Base (Blue),2019-02-24,False
13141,Gary,Pham,Male,1968-02-27,danielle19@yahoo.com,Lopezside,MN,Base (Blue),2022-02-09,False
13142,Charles,Chambers,Male,1959-08-07,adam55@gmail.com,Barbarahaven,NV,Gold,2018-10-28,False
13143,Madison,Gibson,Female,1959-11-14,pamela01@hotmail.com,Lake Amy,IL,Base (Blue),2014-05-18,False
13144,Elizabeth,Kaiser,Female,1986-04-15,garciaroy@yahoo.com,East Angelabury,OH,Gold,2024-03-21,False
13145,Melvin,Jones,Male,2005-01-08,melanie08@hotmail.com,New Brandonborough,UT,Base (Blue),2010-05-06,False
13146,Shawn,Garcia,Male,2001-04-05,sheri49@gmail.com,West Joshua,DC,Silver,2017-10-07,True
13147,Kayla,Thomas,Female,1965-03-25,allenkenneth@gmail.com,Port Joelton,UT,Gold,2012-07-02,False
13148,Erica,Rodriguez,Female,1962-06-18,edward63@yahoo.com,South Tara,NY,Base (Blue),2020-05-05,False
13149,Craig,Greer,Male,2003-02-16,kimberly94@yahoo.com,East Adrian,OR,Base (Blue),2012-10-11,True
13150,Linda,Rosales,Female,1981-06-03,chandlerjoshua@hotmail.com,Macdonaldbury,NC,Silver,2024-01-03,False
13151,Hannah,Miller,Female,1970-09-29,pmunoz@yahoo.com,West Elizabethmouth,TN,Base (Blue),2025-10-10,False
13152,Tina,Carpenter,Female,2000-12-30,rhammond@yahoo.com,West Sarabury,OH,Base (Blue),2010-11-15,False
13153,Alexander,Andrade,Male,1941-09-24,zhuffman@gmail.com,Teresahaven,SC,Diamond,2012-10-09,False
13154,Breanna,Hernandez,Female,1975-08-29,wesleygordon@gmail.com,West Wendy,MN,Silver,2012-08-03,True
13155,Vanessa,Miller,Female,1978-07-03,coreyvang@gmail.com,Lake Kevin,HI,Base (Blue),2025-11-25,False
13156,Gabriel,Hughes,Male,1946-12-16,millerjoseph@yahoo.com,Paulhaven,VA,Base (Blue),2021-02-19,True
13157,Jose,Hill,Male,1962-03-01,paynelisa@hotmail.com,Port Jasonshire,AZ,Gold,2015-01-16,False
13158,Amber,Chen,Female,1943-12-07,joneswilliam@yahoo.com,Sherryland,SC,Base (Blue),2024-06-25,False
13159,Garrett,Casey,Male,1959-04-24,welchkathryn@yahoo.com,Lake James,IN,Base (Blue),2010-06-22,False
13160,Karen,Dennis,Female,1980-07-03,sheilawilliams@yahoo.com,Taramouth,AZ,Base (Blue),2010-07-05,True
13161,Michael,Smith,Male,1994-08-29,zsanders@yahoo.com,South Carrie,TX,Base (Blue),2021-07-10,False
13162,Brittany,Howard,Female,1950-09-07,moyerbryan@gmail.com,Annland,TX,Gold,2010-09-17,False
13163,Erica,Perez,Female,1997-04-03,larrycharles@hotmail.com,Aaronchester,UT,Base (Blue),2015-04-16,False
13164,Angel,Atkins,Female,1948-07-12,ericksonlauren@gmail.com,West Joannamouth,UT,Base (Blue),2011-10-28,False
13165,Kristen,Huang,Female,1948-05-04,jennifer21@gmail.com,East Sylvia,MI,Diamond,2016-06-04,True
13166,Jennifer,Williams,Female,1990-07-05,garymorgan@yahoo.com,Jimenezborough,PA,Base (Blue),2011-07-30,False
13167,Tammy,Knight,Female,1970-04-01,hallstephanie@yahoo.com,New Troyshire,PA,Silver,2023-03-07,False
13168,Dawn,Neal,Female,1946-05-19,gpowers@hotmail.com,Carmenmouth,MI,Gold,2017-10-30,False
13169,Logan,Pace,Male,1973-11-03,lhunt@gmail.com,South Linda,NC,Gold,2025-02-25,True
13170,Nicole,Robertson,Female,2007-11-26,mrojas@gmail.com,East Christopher,AZ,Base (Blue),2021-06-09,False
13171,James,Rogers,Male,1974-07-26,ddavis@hotmail.com,New Brianburgh,NY,Base (Blue),2013-01-07,False
13172,Madison,Davis,Female,1978-02-13,willie17@gmail.com,Booneton,NY,Base (Blue),2022-09-06,False
13173,Tammy,Wallace,Female,1989-05-31,kristenneal@yahoo.com,Dannyfort,CO,Base (Blue),2012-01-06,True
13174,Christopher,Myers,Male,1997-06-26,jacqueline29@hotmail.com,Smithside,WA,Silver,2012-05-26,False
13175,Carlos,Sanchez,Male,1971-08-10,gomezchristopher@hotmail.com,Adamsborough,OH,Base (Blue),2017-04-25,True
13176,Eric,Turner,Male,1971-03-21,joan39@hotmail.com,South Oliviabury,TX,Base (Blue),2020-03-24,False
13177,Bobby,Riley,Male,1947-09-26,michael73@yahoo.com,West Melissastad,HI,Base (Blue),2022-12-22,True
13178,Dennis,Craig,Male,1977-03-14,pdickerson@yahoo.com,South Cheryl,NV,Base (Blue),2018-01-17,False
13179,Sara,Hill,Female,1976-05-11,markgarrett@gmail.com,Moranshire,MA,Base (Blue),2011-09-09,False
13180,Diane,Holmes,Female,1997-12-14,briansmith@yahoo.com,North Timothy,HI,Gold,2013-03-29,False
13181,Tammy,Coleman,Female,1966-09-01,lserrano@gmail.com,Lake Brian,GA,Gold,2018-11-10,True
13182,Deborah,Wood,Female,2004-12-27,rmills@yahoo.com,Bethside,IL,Platinum,2025-11-23,False
13183,Jillian,Newman,Female,1947-11-09,coxkylie@yahoo.com,West Jon,GA,Silver,2023-07-31,True
13184,Maria,Sims,Female,1952-11-13,ortizjonathan@hotmail.com,West Dylan,VA,Silver,2014-04-23,False
13185,Kimberly,Stephens,Female,1986-10-22,karenparker@yahoo.com,North Ryan,HI,Base (Blue),2021-08-26,True
13186,Lisa,Macdonald,Female,1984-03-02,wwilson@hotmail.com,South Ericaville,GA,Platinum,2021-04-04,False
13187,Eric,Solis,Male,1957-11-18,jessica84@gmail.com,South Richard,CO,Silver,2020-12-03,False
13188,Samantha,Barrera,Female,1991-09-27,barbara90@yahoo.com,Micheleport,IL,Base (Blue),2024-07-15,False
13189,Anthony,Sanders,Male,1969-06-05,tgraham@yahoo.com,Calebside,CA,Base (Blue),2017-09-26,False
13190,Donna,Park,Female,2006-07-05,amandagay@gmail.com,Mccarthymouth,NV,Silver,2022-12-10,False
13191,Kelsey,Klein,Female,1959-03-25,epatel@hotmail.com,Johnsontown,MI,Silver,2024-04-19,False
13192,Timothy,Alexander,Male,1992-10-05,courtneyrodriguez@gmail.com,Lake William,OR,Base (Blue),2020-12-09,False
13193,Crystal,Long,Female,1973-01-22,riversanna@yahoo.com,East Bradleybury,DC,Base (Blue),2020-06-06,False
13194,Eric,Rogers,Male,1946-03-05,kristatorres@yahoo.com,West Larry,MI,Base (Blue),2017-02-12,True
13195,Lawrence,Macdonald,Male,1946-03-29,davidhampton@hotmail.com,East Marymouth,TX,Base (Blue),2025-10-28,True
13196,Kelly,Gutierrez,Female,1987-05-28,powersbrandon@gmail.com,Elizabethstad,VA,Gold,2010-11-18,False
13197,Joseph,Shepard,Male,1966-06-04,pamelamurray@gmail.com,West Joseph,GA,Base (Blue),2025-02-26,False
13198,Christopher,Cannon,Male,1948-04-01,allensharon@gmail.com,Hillview,MN,Base (Blue),2013-10-27,False
13199,John,Sutton,Other/Undisclosed,1971-02-02,jcampos@hotmail.com,Stephaniemouth,PA,Gold,2020-10-24,False
13200,Kurt,Smith,Male,1975-12-21,sarahlong@yahoo.com,Thomasbury,NY,Silver,2018-08-16,False
13201,Connor,Ward,Male,1941-07-04,pbyrd@hotmail.com,Theresaberg,AZ,Base (Blue),2019-05-12,False
13202,Matthew,Mitchell,Male,2006-01-02,jaredlozano@gmail.com,East Spencer,WI,Base (Blue),2025-09-16,False
13203,Kimberly,Garrison,Female,1941-01-03,ssimpson@hotmail.com,Andrewtown,IL,Platinum,2013-08-13,False
13204,Victor,Reed,Male,1971-10-25,katherine14@hotmail.com,Lake Stephanieburgh,NC,Gold,2025-03-11,False
13205,Alexander,Thompson,Male,1956-10-03,williamwarner@hotmail.com,New Emily,TX,Platinum,2013-08-19,True
13206,Summer,Smith,Female,1999-05-06,kperez@hotmail.com,New Allisonview,IN,Gold,2021-02-20,False
13207,Joanna,Larson,Female,1943-06-19,jamescheryl@hotmail.com,New Kimberly,FL,Base (Blue),2022-10-19,False
13208,Leslie,Rowland,Female,1946-05-12,qsanchez@hotmail.com,New Thomasbury,NV,Silver,2017-01-10,True
13209,Robin,Garner,Female,1966-02-18,floydelizabeth@yahoo.com,Matthewberg,MN,Gold,2010-10-08,True
13210,Douglas,Howard,Male,1984-07-20,murphychristy@gmail.com,South Davidstad,OR,Base (Blue),2023-01-04,False
13211,Amy,Stout,Female,1975-01-07,xtravis@yahoo.com,New Tammybury,IN,Base (Blue),2017-12-25,False
13212,Noah,Sanchez,Male,1993-07-11,thomasallen@hotmail.com,New Tina,TX,Silver,2012-05-10,True
13213,Chris,Mcneil,Male,1946-06-23,olsenchristopher@gmail.com,East Maria,PA,Base (Blue),2020-11-08,False
13214,Elizabeth,Aguilar,Female,1970-08-14,crystalmiller@hotmail.com,South Tracy,OH,Base (Blue),2025-01-25,True
13215,Michael,Williams,Male,1979-09-15,ccortez@yahoo.com,North Stevenside,MI,Base (Blue),2015-05-01,False
13216,Julia,Bradley,Female,1990-08-07,cjohns@yahoo.com,Thomasside,NV,Gold,2010-03-08,False
13217,Andrew,Brooks,Male,1949-11-11,diazmatthew@gmail.com,Doyleshire,IL,Silver,2020-08-19,False
13218,Elizabeth,Jackson,Female,1983-05-04,nancyjohnson@gmail.com,North Renee,TN,Platinum,2014-11-10,False
13219,Steven,Davis,Male,1942-01-14,smithkatherine@yahoo.com,South Denise,CO,Silver,2018-08-29,False
13220,Alan,Lopez,Male,1999-11-11,gpowers@yahoo.com,South Christophertown,PA,Base (Blue),2024-09-16,False
13221,Paul,Long,Male,2007-06-13,ymartinez@gmail.com,South Benjamin,VA,Base (Blue),2024-03-08,False
13222,Michael,Hardy,Male,1970-07-22,danielmunoz@hotmail.com,New Charlesland,NY,Base (Blue),2024-09-23,False
13223,Victoria,Atkinson,Female,1944-09-28,bassterri@yahoo.com,New Terranceport,FL,Silver,2012-12-13,False
13224,Linda,Conrad,Female,1951-12-15,ayates@hotmail.com,Grantburgh,OH,Base (Blue),2020-08-05,False
13225,Virginia,Wilkins,Female,1991-03-11,christophermartinez@yahoo.com,Port Brianside,NY,Platinum,2011-03-23,True
13226,Angela,Howell,Female,2003-03-15,maria12@yahoo.com,Kennethshire,GA,Silver,2012-11-23,True
13227,William,Jenkins,Male,1994-03-11,pbrooks@yahoo.com,South Beckyfort,MA,Gold,2013-08-26,True
13228,Dawn,Ochoa,Female,1994-08-25,suttondaniel@gmail.com,Snyderchester,MI,Base (Blue),2020-12-01,True
13229,Rachel,Perry,Female,1957-12-20,pachecodebra@gmail.com,Garyborough,GA,Gold,2023-07-29,False
13230,Kayla,Harper,Female,1952-09-30,terri64@yahoo.com,Kathyfurt,CA,Gold,2019-12-25,True
13231,Daniel,Perry,Male,1994-04-10,christopher59@yahoo.com,North Melissaborough,NY,Base (Blue),2021-06-26,True
13232,Henry,Miller,Male,1971-03-05,bellchristian@hotmail.com,Lake James,TX,Base (Blue),2022-12-01,False
13233,Cassandra,Boone,Female,1977-11-22,robertwashington@hotmail.com,Garciatown,TN,Base (Blue),2019-06-28,False
13234,Andrew,Mooney,Male,1944-02-09,kjohnson@gmail.com,West Michelle,WI,Base (Blue),2018-10-22,False
13235,Steven,Martinez,Male,1964-05-14,eric03@hotmail.com,South Matthewshire,AZ,Silver,2024-07-11,False
13236,John,Palmer,Male,1942-12-07,opeterson@hotmail.com,West Joseph,MA,Platinum,2018-07-04,False
13237,Douglas,Lee,Male,1950-02-06,hclark@yahoo.com,Ericchester,WA,Silver,2023-02-05,False
13238,Leslie,Drake,Female,1968-03-07,amanda73@gmail.com,Travisville,MN,Silver,2022-07-23,False
13239,Cody,Rodriguez,Male,1949-01-19,wtaylor@yahoo.com,Mclaughlinfort,UT,Base (Blue),2024-09-09,False
13240,Curtis,Kirk,Male,1956-08-11,lwalker@gmail.com,New Diana,WI,Gold,2012-06-22,False
13241,Jeremiah,Gray,Male,1955-03-10,marcusfoley@hotmail.com,Lake Jenniferton,FL,Base (Blue),2017-06-23,False
13242,Meredith,Barrera,Female,1974-01-20,drosales@gmail.com,Jeffreyburgh,OR,Gold,2019-03-02,False
13243,Douglas,Ayala,Male,1972-10-19,heather26@gmail.com,Hallborough,GA,Gold,2015-08-20,False
13244,Michael,Wall,Male,1966-06-05,jane56@gmail.com,Lake Jessicastad,TN,Silver,2021-08-19,False
13245,Catherine,Nguyen,Female,1977-04-22,john36@yahoo.com,New Frederickside,MI,Base (Blue),2016-12-19,True
13246,Makayla,Henderson,Female,1953-04-30,shelby59@hotmail.com,Schultzstad,NC,Platinum,2020-01-29,True
13247,Alexander,Ford,Male,1998-03-17,dennisjames@hotmail.com,Leeton,MI,Base (Blue),2024-04-22,False
13248,Lisa,Torres,Female,1997-07-14,fhickman@hotmail.com,East Sharon,NY,Base (Blue),2018-04-02,False
13249,David,Martinez,Male,2002-01-12,courtney21@gmail.com,North Saratown,MI,Base (Blue),2012-02-28,False
13250,James,Warren,Male,1985-03-31,kbullock@yahoo.com,Sheltonburgh,IL,Base (Blue),2014-10-14,True
13251,Louis,Munoz,Male,1957-10-18,zacharyclements@hotmail.com,Erinstad,MN,Base (Blue),2022-03-04,False
13252,Janice,Benson,Female,1965-03-17,mitchelljessica@yahoo.com,Weaverfurt,NC,Silver,2010-10-30,False
13253,Evan,Choi,Male,1961-06-23,hortondaniel@yahoo.com,Rossshire,TX,Base (Blue),2016-03-18,False
13254,David,Friedman,Male,2004-08-15,brittany32@hotmail.com,South Evan,TN,Base (Blue),2024-08-23,False
13255,Mark,Hickman,Male,1945-01-07,marybrown@hotmail.com,West Stephanieburgh,OH,Platinum,2016-12-08,False
13256,Jennifer,Harmon,Female,2002-04-30,margaretmason@yahoo.com,Kristyport,NV,Base (Blue),2018-10-26,False
13257,Heather,King,Female,1975-03-13,mrodriguez@hotmail.com,Johntown,NC,Platinum,2020-10-18,False
13258,Samantha,Stephens,Female,1995-01-06,gary92@gmail.com,Davidville,TN,Base (Blue),2016-05-14,False
13259,John,Willis,Male,1966-06-26,wmartinez@hotmail.com,West Laurieburgh,WA,Base (Blue),2023-07-26,False
13260,Mark,Harris,Male,1977-06-17,joshuamccall@yahoo.com,North Charlesville,CA,Base (Blue),2019-10-31,False
13261,Tyler,Young,Male,1957-10-21,andrewleonard@yahoo.com,Henryton,HI,Base (Blue),2022-06-08,True
13262,Anita,Sullivan,Female,1994-10-22,allenanna@yahoo.com,Lake Sean,CO,Base (Blue),2022-12-30,False
13263,Jonathan,Sanchez,Male,1979-08-12,leeandrew@gmail.com,South Gregory,NY,Silver,2021-06-08,False
13264,Emily,Weber,Female,1978-02-17,morrisjacob@gmail.com,New Olivia,CA,Base (Blue),2011-04-05,True
13265,Tracey,Walsh,Female,1965-07-06,heatherperry@gmail.com,New Jared,TX,Platinum,2014-07-28,True
13266,Christina,Bennett,Female,1958-12-23,amandaharrison@gmail.com,North Trevorton,CA,Silver,2012-08-23,False
13267,Andrew,Powers,Male,1974-09-08,amanda33@hotmail.com,New Josestad,IN,Base (Blue),2024-10-28,True
13268,Jessica,Prince,Female,1960-05-03,cunninghamderek@hotmail.com,West Kristen,HI,Base (Blue),2016-11-23,False
13269,Andrew,Mcintyre,Male,1973-09-25,daniellemorrison@gmail.com,New Cindyfort,AZ,Silver,2017-12-28,True
13270,Karen,Rowland,Female,1967-01-27,jacobsantiago@gmail.com,Port Caitlyn,VA,Platinum,2015-03-08,False
13271,Kevin,Baker,Male,2000-01-01,ydelgado@gmail.com,Frazierside,CO,Silver,2014-11-17,False
13272,David,Krueger,Male,1997-10-30,leonkelley@hotmail.com,North Sherri,SC,Base (Blue),2019-06-03,False
13273,Brittany,Martinez,Female,1947-03-12,asanders@hotmail.com,Williamsshire,NY,Base (Blue),2012-01-04,True
13274,Erika,Wilson,Female,1992-12-02,yhatfield@hotmail.com,Phillipsbury,DC,Base (Blue),2018-03-01,True
13275,Anthony,Herrera,Male,1988-07-21,mercerjoel@hotmail.com,Port Andrewville,DC,Platinum,2023-05-31,False
13276,Anita,May,Female,1946-02-13,longlauren@gmail.com,North Adrienneshire,MA,Base (Blue),2024-09-01,True
13277,Anthony,Silva,Male,1969-02-23,lewisdonna@yahoo.com,Dawnstad,HI,Gold,2017-09-21,False
13278,Frank,Lester,Male,1956-10-09,christianbauer@gmail.com,West Eileenburgh,PA,Silver,2014-10-20,True
13279,Rachel,Yoder,Female,1996-02-10,littlejessica@hotmail.com,New Dorothytown,SC,Silver,2025-10-25,False
13280,Patricia,Bonilla,Female,1981-05-01,pcampbell@gmail.com,West Lindseyberg,PA,Base (Blue),2023-05-03,False
13281,Ashley,Cook,Female,1941-05-26,samantha76@yahoo.com,West Matthew,NC,Gold,2022-06-03,True
13282,Teresa,Lang,Female,1972-09-12,blake05@hotmail.com,Woodsstad,TX,Base (Blue),2010-08-29,False
13283,Keith,Norris,Male,1991-01-09,suttonangela@yahoo.com,South Austinside,IN,Gold,2018-01-22,False
13284,Zachary,Ruiz,Male,1965-12-08,ryancunningham@gmail.com,Lesliebury,WI,Gold,2016-04-07,False
13285,David,Carter,Other/Undisclosed,1999-07-20,craigmiller@hotmail.com,Youngside,PA,Gold,2015-07-04,False
13286,Trevor,Howell,Male,1991-04-22,garrett68@hotmail.com,Port Mary,MA,Gold,2022-03-03,False
13287,Crystal,Mcconnell,Female,1963-02-06,keithhall@hotmail.com,North Kathytown,MN,Gold,2011-10-13,True
13288,Ryan,Scott,Male,1950-03-21,adam17@yahoo.com,New Doris,NC,Gold,2024-04-24,False
13289,Ronald,Lawson,Male,1944-03-05,david74@gmail.com,Markbury,IN,Base (Blue),2019-01-21,False
13290,Nancy,Cortez,Female,1950-11-23,wilsonkathleen@yahoo.com,Jimenezport,IL,Base (Blue),2013-05-16,False
13291,John,Wood,Male,1955-09-26,parkergary@hotmail.com,Lake Charlesside,TN,Base (Blue),2022-02-19,True
13292,Allison,Brown,Female,1983-05-30,jweaver@hotmail.com,New Joanland,MN,Silver,2020-08-30,False
13293,Shannon,Williams,Female,1988-08-24,pamelawallace@hotmail.com,South Mariaberg,FL,Silver,2025-10-15,True
13294,Richard,Hicks,Male,1950-10-13,crystalstark@gmail.com,North Stephen,OR,Base (Blue),2010-06-26,False
13295,Robin,Hurley,Female,1974-08-20,tracidunlap@yahoo.com,Washingtonchester,MA,Silver,2013-10-10,False
13296,Sonya,Cross,Female,2006-10-09,powellangelica@gmail.com,Chanton,SC,Base (Blue),2012-07-24,False
13297,Sean,Wolf,Male,1984-11-13,markhaynes@gmail.com,Shawport,VA,Base (Blue),2017-09-23,False
13298,Joseph,Gentry,Male,1971-08-25,rebeccasmith@gmail.com,Ashleyland,WI,Base (Blue),2018-11-14,True
13299,Ryan,Moore,Male,1994-05-05,carrieedwards@hotmail.com,South Robert,UT,Base (Blue),2012-04-28,True
13300,Phillip,Atkinson,Male,1997-09-09,samantha97@gmail.com,South Daniel,TN,Base (Blue),2021-09-13,False
13301,Sharon,Dunlap,Female,1988-06-24,vwatson@hotmail.com,West Dale,MN,Diamond,2018-02-03,False
13302,Laura,Smith,Other/Undisclosed,1944-04-03,fanderson@gmail.com,Mirandashire,MN,Base (Blue),2014-11-02,False
13303,Tom,Mullins,Male,1988-06-07,stewartcharles@gmail.com,Spencerport,PA,Base (Blue),2013-03-01,False
13304,April,Padilla,Female,1956-09-27,rwilson@gmail.com,New Marcusville,MI,Platinum,2013-07-28,True
13305,David,Campos,Male,1958-12-14,bakerangela@gmail.com,Jefferytown,UT,Base (Blue),2014-12-03,True
13306,Kimberly,Gross,Female,1953-03-06,jonathan72@yahoo.com,East Robinview,GA,Platinum,2014-02-15,False
13307,James,Johnson,Male,1958-04-14,westsue@yahoo.com,Johnsonhaven,SC,Base (Blue),2016-12-03,True
13308,Gordon,Hartman,Male,1945-11-29,samuelclark@gmail.com,South Johnmouth,UT,Silver,2013-06-09,False
13309,Connie,Shelton,Female,1944-05-10,fcollins@yahoo.com,Port Marystad,CO,Diamond,2020-12-26,True
13310,Laura,Donovan,Female,1964-04-03,arthur47@gmail.com,Waltersmouth,NV,Platinum,2010-12-12,False
13311,Karen,Campbell,Female,1940-11-23,nancy70@yahoo.com,South Michelle,UT,Silver,2011-07-27,False
13312,Belinda,Farley,Female,2003-01-19,jasontaylor@yahoo.com,Johnview,PA,Silver,2024-11-18,True
13313,Jill,Rice,Female,1983-04-26,maryrodriguez@gmail.com,Jeffstad,NY,Base (Blue),2023-04-18,False
13314,Stephanie,Anderson,Female,1981-04-14,briana51@yahoo.com,Lake Sarah,TX,Gold,2012-08-25,False
13315,Roberta,Johnson,Female,1964-05-06,zhatfield@gmail.com,Lake Allisonfurt,UT,Silver,2023-08-09,False
13316,Keith,Murillo,Male,1940-11-18,qthomas@hotmail.com,Rachelberg,HI,Base (Blue),2014-05-01,True
13317,Russell,Diaz,Male,1949-06-01,guzmankyle@gmail.com,Parrishshire,IN,Base (Blue),2010-01-08,True
13318,Ricardo,Moran,Male,1960-12-31,christopher75@hotmail.com,Ashleyshire,DC,Base (Blue),2014-03-03,False
13319,Eric,Kirk,Male,1968-07-22,josephyoung@hotmail.com,Powellhaven,DC,Silver,2016-03-22,False
13320,Lisa,Burns,Female,2005-05-28,diana17@yahoo.com,South Lauren,TX,Gold,2011-02-26,False
13321,Kristen,Pratt,Female,1969-02-27,ashley65@hotmail.com,Maldonadoland,IN,Platinum,2024-08-06,False
13322,Jimmy,Thomas,Male,1946-12-12,yjohnson@gmail.com,Rossport,IL,Silver,2024-03-10,False
13323,Alison,Weaver,Female,2006-09-03,robertgentry@gmail.com,Benjaminmouth,TN,Base (Blue),2011-05-27,True
13324,Adrienne,Burke,Female,1996-06-22,troykelly@gmail.com,Melendezfort,CO,Silver,2023-03-08,False
13325,Nancy,Evans,Female,1993-03-17,heather88@gmail.com,New Juliaberg,VA,Base (Blue),2015-06-19,False
13326,David,Wilson,Male,1999-11-09,vargaskellie@hotmail.com,Clarkchester,CA,Diamond,2014-08-14,False
13327,Regina,Maddox,Female,1993-07-09,austindana@hotmail.com,North Theresamouth,DC,Base (Blue),2011-04-30,False
13328,Steven,Reed,Male,1996-02-06,ronald08@yahoo.com,Woodsberg,NY,Platinum,2017-08-02,True
13329,Janice,Carlson,Female,1978-12-21,joshua01@gmail.com,New Janet,CA,Base (Blue),2010-11-12,False
13330,Christopher,Watson,Male,2006-05-03,lisa53@hotmail.com,Port Vicki,MA,Base (Blue),2024-07-30,False
13331,Gary,Keller,Male,1956-12-16,nicholas45@gmail.com,North Kaylahaven,FL,Diamond,2025-06-23,False
13332,Debra,Duran,Female,1985-04-19,xowens@yahoo.com,Christinafort,NV,Base (Blue),2010-09-30,False
13333,Andrew,Beltran,Male,1988-11-16,brenda52@yahoo.com,Lake Bradytown,CO,Base (Blue),2015-10-27,False
13334,Michael,Richard,Male,1950-05-11,michelle26@yahoo.com,Lucaschester,OH,Base (Blue),2020-05-01,False
13335,Kevin,Dillon,Male,1983-08-09,robertolarson@yahoo.com,Nashhaven,DC,Base (Blue),2012-08-10,True
13336,Richard,Bell,Male,1996-06-23,lynn57@hotmail.com,West William,UT,Silver,2013-12-22,True
13337,Tammy,Perez,Female,2006-09-20,bianca48@hotmail.com,East Justintown,IN,Silver,2020-04-01,True
13338,Robert,Campbell,Male,1973-07-17,stanleytammy@yahoo.com,Whitefurt,NV,Silver,2025-05-19,False
13339,Louis,Duncan,Male,1959-09-11,pevans@hotmail.com,Lake Lindashire,UT,Silver,2022-11-13,False
13340,Elizabeth,Clements,Female,1961-05-12,mitchell01@gmail.com,Port Courtney,MN,Silver,2010-04-10,False
13341,Matthew,Jones,Male,1955-09-18,edwardsbrandi@hotmail.com,North Heatherport,NC,Silver,2014-06-29,False
13342,Christina,Scott,Female,1990-09-11,paul83@gmail.com,New Lindsay,AZ,Platinum,2023-06-15,False
13343,Jeffery,Adams,Male,1970-07-13,xpeck@yahoo.com,Lake Jesusbury,WA,Base (Blue),2018-05-23,True
13344,Corey,Douglas,Male,1961-06-20,courtney31@gmail.com,Danielleton,SC,Gold,2023-06-17,False
13345,Kimberly,Hoffman,Female,1967-06-14,herreracarol@gmail.com,Solisborough,IL,Gold,2023-02-06,False
13346,Jasmine,Rodriguez,Female,1977-05-31,akramer@hotmail.com,Port Ralphhaven,HI,Platinum,2020-10-14,False
