employee_id,first_name,last_name,role,base_airport,hire_date,years_of_service,status
760,Travis,Johnston,Flight Attendant,ATL,2015-06-11,10.6,Active
761,Nicholas,Velasquez,Flight Attendant,SEA,2002-02-17,23.9,Active
762,Daniel,Elliott,Flight Attendant,JFK,2006-07-23,19.4,Active
763,Amy,Maldonado,Flight Attendant,LGA,2012-06-02,13.6,Active
764,Stephanie,Murray,Flight Attendant,LGA,2011-03-08,14.8,Active
765,Samuel,Carter,Flight Attendant,JFK,2015-11-02,10.2,Active
766,Lori,Flynn,First Officer,SEA,2015-05-19,10.6,Active
767,Victor,Schultz,Lead Flight Attendant,DTW,2007-01-13,19.0,Active
768,Donna,Espinoza,Flight Attendant,SEA,2002-02-13,23.9,Active
769,Charles,Ewing,Flight Attendant,BOS,2018-03-18,7.8,Active
770,Richard,Hunter,Flight Attendant,SEA,2009-02-04,16.9,Active
771,Heather,Stephens,Flight Attendant,ATL,2022-01-27,3.9,On Leave
772,Michael,Woodard,Flight Attendant,SLC,2018-04-05,7.7,Active
773,Danielle,Miller,Captain,LAX,2010-10-17,15.2,Active
774,Diane,Kelly,Flight Attendant,JFK,2017-08-14,8.4,Active
775,Bradley,Terrell,Flight Attendant,DTW,2014-01-12,12.0,Active
776,Reginald,Goodwin,Flight Attendant,LGA,2014-12-05,11.1,Active
777,Russell,Smith,Flight Attendant,DTW,2023-05-29,2.6,Active
778,William,Stone,Flight Attendant,JFK,2002-08-11,23.4,Active
779,Barbara,Griffin,Flight Attendant,RDU,2012-01-29,13.9,Active
780,Kelsey,Chapman,Flight Attendant,ATL,2006-07-04,19.5,Active
781,Michael,Johnson,Flight Attendant,ATL,2009-09-21,16.3,Active
782,Robert,Nixon,Flight Attendant,SEA,1998-01-28,27.9,Active
783,Shelia,Thomas,Flight Attendant,JFK,1998-06-01,27.6,Active
784,Stanley,Clark,Flight Attendant,MSP,2004-03-04,21.8,Active
785,Thomas,Kim,Lead Flight Attendant,RDU,2009-03-16,16.8,Active
786,Luis,Evans,Flight Attendant,JFK,2015-07-01,10.5,Active
787,Darin,Sweeney,Flight Attendant,DTW,2018-10-31,7.2,Active
788,Erica,Martin,First Officer,BOS,2014-01-22,11.9,Active
789,John,Thompson,Flight Attendant,JFK,2023-12-11,2.1,Active
790,Anita,Mullen,First Officer,RDU,1999-09-17,26.3,Active
791,Richard,Lopez,Flight Attendant,JFK,2001-10-27,24.2,Active
792,Ryan,Johnson,Flight Attendant,JFK,2013-11-03,12.2,Active
793,James,Vargas,Flight Attendant,SEA,2013-01-23,12.9,On Leave
794,Janet,Harris,Flight Attendant,MSP,2006-06-09,19.6,On Leave
795,Lindsey,Brown,Flight Attendant,RDU,2017-02-16,8.9,Active
796,Monica,Lopez,First Officer,ATL,1997-12-29,28.0,Active
797,Stephen,Baker,Flight Attendant,LAX,2004-08-03,21.4,Active
798,Allison,Fowler,Captain,MSP,2020-05-17,5.6,Active
799,Cheryl,Matthews,Flight Attendant,MSP,2012-07-23,13.4,Active
800,Megan,Williamson,Flight Attendant,BOS,2005-03-27,20.8,Active
801,Janice,Evans,Flight Attendant,LAX,2018-12-08,7.1,Active
802,Christopher,Anderson,Flight Attendant,MSP,2013-01-28,12.9,Active
803,Kevin,White,Flight Attendant,DTW,1998-06-20,27.5,Active
804,William,Barnes,Lead Flight Attendant,ATL,2015-05-26,10.6,Active
805,Patrick,Lopez,Flight Attendant,MSP,1999-01-21,26.9,Active
806,Heather,Brewer,Lead Flight Attendant,ATL,2013-09-10,12.3,Active
807,Angela,Burns,Flight Attendant,SEA,2024-05-30,1.6,Active
808,Leonard,Hayes,First Officer,JFK,1999-02-16,26.9,Active
809,Michael,Smith,Flight Attendant,RDU,1996-07-29,29.4,Active
810,Lisa,Maynard,First Officer,SEA,1999-01-06,27.0,Active
811,Troy,Cohen,Lead Flight Attendant,ATL,2009-11-13,16.1,Active
812,Mary,Burns,Flight Attendant,MSP,2007-03-24,18.8,Active
813,Anthony,Juarez,Flight Attendant,LAX,1997-06-07,28.6,Active
814,Joshua,Medina,Flight Attendant,ATL,2003-08-05,22.4,Active
815,Stephen,Newton,Flight Attendant,MSP,1999-12-13,26.1,Active
816,Andrea,Wilson,First Officer,SLC,2017-07-13,8.5,Active
817,Kimberly,Morrow,Lead Flight Attendant,BOS,1998-05-12,27.6,Active
818,Lynn,Williams,Captain,DTW,2005-10-16,20.2,Active
819,Amy,Fritz,Flight Attendant,DTW,2016-02-24,9.9,Active
820,Maria,Potter,Flight Attendant,LGA,1998-01-05,28.0,Active
821,Yvonne,Cole,Flight Attendant,LGA,2003-10-04,22.2,Active
822,Lisa,Gonzales,Flight Attendant,SEA,2005-04-03,20.7,Active
823,Kimberly,Young,First Officer,BOS,2024-03-28,1.8,Active
824,Brianna,Bell,Lead Flight Attendant,RDU,2018-11-06,7.2,Active
825,Cynthia,Martin,Flight Attendant,DTW,2015-11-28,10.1,Active
826,Jamie,Clark,Flight Attendant,LGA,1999-02-04,26.9,Active
827,Michael,Campbell,Flight Attendant,BOS,1996-09-29,29.3,Active
828,Mario,Padilla,Flight Attendant,JFK,2010-11-06,15.2,Active
829,Joseph,Hodge,Flight Attendant,RDU,2003-07-06,22.5,Active
830,Erin,Davis,Flight Attendant,ATL,2023-12-28,2.0,Active
831,Kristi,Sellers,Flight Attendant,BOS,2023-04-28,2.7,Active
832,Michelle,Martinez,Flight Attendant,LAX,2024-03-12,1.8,On Leave
833,John,Dawson,Captain,LGA,2020-06-23,5.5,Active
834,Kathleen,Lowe,Captain,ATL,2019-05-16,6.6,Active
835,Barbara,Adams,Flight Attendant,ATL,2009-05-25,16.6,Active
836,Shannon,Schultz,Flight Attendant,LGA,2007-03-09,18.8,Active
837,Christopher,Robertson,Flight Attendant,SLC,2020-11-21,5.1,Active
838,Sharon,Wood,Flight Attendant,SLC,2003-03-09,22.8,Active
839,Mark,Smith,Flight Attendant,DTW,2022-12-14,3.0,Active
840,Jessica,Simon,Lead Flight Attendant,LGA,2017-10-09,8.2,Active
841,Elizabeth,Howard,Lead Flight Attendant,LGA,2008-06-26,17.5,Active
842,Amanda,Robinson,Captain,DTW,1996-11-11,29.1,Active
843,Jason,Adams,Flight Attendant,DTW,2007-08-22,18.4,Active
844,Matthew,Lane,First Officer,SEA,2019-05-14,6.6,Active
845,Todd,Cooper,Flight Attendant,RDU,2011-08-27,14.3,Active
846,Brandon,Garcia,Flight Attendant,MSP,2015-01-29,10.9,Active
847,Steve,Martinez,Lead Flight Attendant,DTW,2018-01-22,7.9,Active
848,Scott,Smith,Captain,MSP,2020-03-24,5.8,Active
849,James,Barker,Flight Attendant,LAX,2023-03-08,2.8,Active
850,Debra,Moore,Flight Attendant,RDU,1998-11-18,27.1,Active
